text,register
πολλὰ δ’ ἔπειτ’ ἀπάνευθε κιὼν ἠρᾶθ’ ὃ γεραιὸς Ἀπόλλωνι ἄνακτι τὸν ἠΰκομος τέκε Λητώ,narrative
κλῦθί μευ ἀργυρότοξ’ ὃς Χρύσην ἀμφιβέβηκας Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις Σμινθεῦ εἴ ποτέ τοι χαρίεντ’ ἐπὶ νηὸν ἔρεψα ἢ εἰ δή ποτέ τοι κατὰ πίονα μηρί’ ἔκηα ταύρων ἠδ’ αἰγῶν τὸ δέ μοι κρήηνον ἐέλδωρ,speech
τίσειαν Δαναοὶ ἐμὰ δάκρυα σοῖσι βέλεσσιν,speech
ὣς ἔφατ’ εὐχόμενος τοῦ δ’ ἔκλυε Φοῖβος Ἀπόλλων βῆ δὲ κατ’ Οὐλύμποιο καρήνων χωόμενος κῆρ τόξ’ ὤμοισιν ἔχων ἀμφηρεφέα τε φαρέτρην,narrative
ἔκλαγξαν δ’ ἄρ’ ὀϊστοὶ ἐπ’ ὤμων χωομένοιο αὐτοῦ κινηθέντος,narrative
ὃ δ’ ἤϊε νυκτὶ ἐοικώς,narrative
ἕζετ’ ἔπειτ’ ἀπάνευθε νεῶν μετὰ δ’ ἰὸν ἕηκε,narrative
δεινὴ δὲ κλαγγὴ γένετ’ ἀργυρέοιο βιοῖο,narrative
οὐρῆας μὲν πρῶτον ἐπῴχετο καὶ κύνας ἀργούς αὐτὰρ ἔπειτ’ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς βάλλ’,narrative
αἰεὶ δὲ πυραὶ νεκύων καίοντο θαμειαί,narrative
ἐννῆμαρ μὲν ἀνὰ στρατὸν ᾤχετο κῆλα θεοῖο τῇ δεκάτῃ δ’ ἀγορὴν δὲ καλέσσατο λαὸν Ἀχιλλεύς,narrative
τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη,narrative
κήδετο γὰρ Δαναῶν ὅτι ῥα θνήσκοντας ὁρᾶτο,narrative
οἳ δ’ ἐπεὶ οὖν ἤγερθεν ὁμηγερέες τε γένοντο τοῖσι δ’ ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς,narrative
Ἀτρεΐδη νῦν ἄμμε παλιμπλαγχθέντας ὀΐω ἂψ ἀπονοστήσειν εἴ κεν θάνατόν γε φύγοιμεν εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς,speech
ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα ἢ καὶ ὀνειροπόλον καὶ γάρ τ’ ὄναρ ἐκ Διός ἐστιν ὅς κ’ εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων εἴτ’ ἄρ’ ὅ γ’ εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι,speech
ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο,narrative
τοῖσι δ’ ἀνέστη Κάλχας Θεστορίδης οἰωνοπόλων ὄχ’ ἄριστος ὃς ᾔδη τά τ’ ἐόντα τά τ’ ἐσσόμενα πρό τ’ ἐόντα καὶ νήεσσ’ ἡγήσατ’ Ἀχαιῶν Ἴλιον εἴσω ἣν διὰ μαντοσύνην τήν οἱ πόρε Φοῖβος Ἀπόλλων,narrative
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν,narrative
ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος,speech
τοὶ γὰρ ἐγὼν ἐρέω,speech
σὺ δὲ σύνθεο καί μοι ὄμοσσον ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν,speech
ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν ὃς μέγα πάντων Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί,speech
κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ,speech
εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ ἀλλά τε καὶ μετόπισθεν ἔχει κότον ὄφρα τελέσσῃ ἐν στήθεσσιν ἑοῖσι,speech
σὺ δὲ φράσαι εἴ με σαώσεις,speech
τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,narrative
θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα,speech
οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον ᾧ τε σὺ Κάλχαν εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει συμπάντων Δαναῶν οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι,speech
καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων,narrative
οὔτ’ ἄρ ὅ γ’ εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης ἀλλ’ ἕνεκ’ ἀρητῆρος ὃν ἠτίμησ’ Ἀγαμέμνων οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα τοὔνεκ’ ἄρ’ ἄλγε’ ἔδωκεν ἑκηβόλος ἠδ’ ἔτι δώσει,speech
οὐδ’ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει πρίν γ’ ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην ἀπριάτην ἀνάποινον ἄγειν θ’ ἱερὴν ἑκατόμβην ἐς Χρύσην,speech
τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν,speech
ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο,narrative
τοῖσι δ’ ἀνέστη ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων ἀχνύμενος,narrative
μένεος δὲ μέγα φρένες ἀμφιμέλαιναι πίμπλαντ’ ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην,narrative
Κάλχαντα πρώτιστα κάκ’ ὀσσόμενος προσέειπε,narrative
μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας,speech
αἰεί τοι τὰ κάκ’ ἐστὶ φίλα φρεσὶ μαντεύεσθαι ἐσθλὸν δ’ οὔτέ τί πω εἶπας ἔπος οὔ τ’ ἐτέλεσσας,speech
καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις ὡς δὴ τοῦδ’ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει οὕνεκ’ ἐγὼ κούρης Χρυσηΐδος ἀγλά’ ἄποινα οὐκ ἔθελον δέξασθαι ἐπεὶ πολὺ βούλομαι αὐτὴν οἴκοι ἔχειν,speech
καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα κουριδίης ἀλόχου ἐπεὶ οὔ ἑθέν ἐστι χερείων οὐ δέμας οὐδὲ φυήν οὔτ’ ἂρ φρένας οὔτέ τι ἔργα,speech
ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ’ ἄμεινον,speech
βούλομ’ ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι,speech
αὐτὰρ ἐμοὶ γέρας αὐτίχ’ ἑτοιμάσατ’ ὄφρα μὴ οἶος Ἀργείων ἀγέραστος ἔω ἐπεὶ οὐδὲ ἔοικε,speech
λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ,speech
τὸν δ’ ἠμείβετ’ ἔπειτα ποδάρκης δῖος Ἀχιλλεύς,narrative
Ἀτρεΐδη κύδιστε φιλοκτεανώτατε πάντων πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί,speech
οὐδέ τί που ἴδμεν ξυνήϊα κείμενα πολλά,speech
ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν τὰ δέδασται λαοὺς δ’ οὐκ ἐπέοικε παλίλλογα ταῦτ’ ἐπαγείρειν,speech
ἀλλὰ σὺ μὲν νῦν τήνδε θεῷ πρόες,speech
αὐτὰρ Ἀχαιοὶ τριπλῇ τετραπλῇ τ’ ἀποτείσομεν αἴ κέ ποθι Ζεὺς δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι,speech
τὸν δ’ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,narrative
μὴ δ’ οὕτως ἀγαθός περ ἐὼν θεοείκελ’ Ἀχιλλεῦ κλέπτε νόῳ ἐπεὶ οὐ παρελεύσεαι οὐδέ με πείσεις,speech
ἦ ἐθέλεις ὄφρ’ αὐτὸς ἔχῃς γέρας αὐτὰρ ἔμ’ αὔτως ἧσθαι δευόμενον κέλεαι δέ με τήνδ’ ἀποδοῦναι,speech
ἀλλ’ εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται,speech
εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας ἢ Ὀδυσῆος ἄξω ἑλών,speech
ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι,speech
ἀλλ’ ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτις νῦν δ’ ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν ἐν δ’ ἐρέτας ἐπιτηδὲς ἀγείρομεν ἐς δ’ ἑκατόμβην θείομεν ἂν δ’ αὐτὴν Χρυσηΐδα καλλιπάρῃον βήσομεν,speech
εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ’ ἀνδρῶν ὄφρ’ ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξας,speech
τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς,narrative
ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι,speech
οὐ γὰρ ἐγὼ Τρώων ἕνεκ’ ἤλυθον αἰχμητάων δεῦρο μαχησόμενος ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν,speech
οὐ γὰρ πώποτ’ ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππους οὐδέ ποτ’ ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ καρπὸν ἐδηλήσαντ’ ἐπεὶ ἦ μάλα πολλὰ μεταξὺ οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα,speech
ἀλλὰ σοὶ ὦ μέγ’ ἀναιδὲς ἅμ’ ἑσπόμεθ’ ὄφρα σὺ χαίρῃς τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα πρὸς Τρώων,speech
τῶν οὔ τι μετατρέπῃ οὐδ’ ἀλεγίζεις,speech
καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς ᾧ ἔπι πολλὰ μόγησα δόσαν δέ μοι υἷες Ἀχαιῶν,speech
οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ’ Ἀχαιοὶ Τρώων ἐκπέρσωσ’ εὖ ναιόμενον πτολίεθρον,speech
ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο χεῖρες ἐμαὶ διέπουσ’,speech
ἀτὰρ ἤν ποτε δασμὸς ἵκηται σοὶ τὸ γέρας πολὺ μεῖζον ἐγὼ δ’ ὀλίγον τε φίλον τε ἔρχομ’ ἔχων ἐπὶ νῆας ἐπεί κε κάμω πολεμίζων,speech
νῦν δ’ εἶμι Φθίην δ’ ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν οἴκαδ’ ἴμεν σὺν νηυσὶ κορωνίσιν οὐδέ σ’ ὀΐω ἐνθάδ’ ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν,speech
τὸν δ’ ἠμείβετ’ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων,narrative
φεῦγε μάλ’ εἴ τοι θυμὸς ἐπέσσυται οὐδέ σ’ ἔγωγε λίσσομαι εἵνεκ’ ἐμεῖο μένειν,speech
πάρ’ ἔμοιγε καὶ ἄλλοι οἵ κέ με τιμήσουσι μάλιστα δὲ μητίετα Ζεύς,speech
ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων,speech
αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε,speech
εἰ μάλα καρτερός ἐσσι θεός που σοὶ τό γ’ ἔδωκεν,speech
οἴκαδ’ ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι Μυρμιδόνεσσιν ἄνασσε σέθεν δ’ ἐγὼ οὐκ ἀλεγίζω οὐδ’ ὄθομαι κοτέοντος,speech
ἀπειλήσω δέ τοι ὧδε,speech
ὡς ἔμ’ ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων τὴν μὲν ἐγὼ σὺν νηΐ τ’ ἐμῇ καὶ ἐμοῖς ἑτάροισι πέμψω ἐγὼ δέ κ’ ἄγω Βρισηΐδα καλλιπάρῃον αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ’ ἐῢ εἰδῇς ὅσσον φέρτερός εἰμι σέθεν στυγέῃ δὲ καὶ ἄλλος ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην,speech
ὣς φάτο,narrative
Πηλεΐωνι δ’ ἄχος γένετ’ ἐν δέ οἱ ἦτορ στήθεσσιν λασίοισι διάνδιχα μερμήριξεν ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ τοὺς μὲν ἀναστήσειεν ὃ δ’ Ἀτρεΐδην ἐναρίζοι ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν,narrative
ἧος ὃ ταῦθ’ ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν ἕλκετο δ’ ἐκ κολεοῖο μέγα ξίφος ἦλθε δ’ Ἀθήνη οὐρανόθεν,narrative
πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε,narrative
στῆ δ’ ὄπιθεν ξανθῆς δὲ κόμης ἕλε Πηλεΐωνα οἴῳ φαινομένη,narrative
τῶν δ’ ἄλλων οὔ τις ὁρᾶτο,narrative
θάμβησεν δ’ Ἀχιλεύς μετὰ δ’ ἐτράπετ’ αὐτίκα δ’ ἔγνω Παλλάδ’ Ἀθηναίην,narrative
δεινὼ δέ οἱ ὄσσε φάανθεν,narrative
καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,narrative
τίπτ’ αὖτ’ αἰγιόχοιο Διὸς τέκος εἰλήλουθας,speech
ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεΐδαο,speech
ἀλλ’ ἔκ τοι ἐρέω τὸ δὲ καὶ τελέεσθαι ὀΐω,speech
ᾗς ὑπεροπλίῃσι τάχ’ ἄν ποτε θυμὸν ὀλέσσῃ,speech
τὸν δ’ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,narrative
ἦλθον ἐγὼ παύσουσα τὸ σὸν μένος αἴ κε πίθηαι οὐρανόθεν,speech
πρὸ δέ μ’ ἧκε θεὰ λευκώλενος Ἥρη ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε,speech
ἀλλ’ ἄγε λῆγ’ ἔριδος μηδὲ ξίφος ἕλκεο χειρί,speech
ἀλλ’ ἤτοι ἔπεσιν μὲν ὀνείδισον ὡς ἔσεταί περ,speech
ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται,speech
καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα ὕβριος εἵνεκα τῆσδε,speech
σὺ δ’ ἴσχεο πείθεο δ’ ἡμῖν,speech
τὴν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,narrative
χρὴ μὲν σφωΐτερόν γε θεὰ ἔπος εἰρύσσασθαι καὶ μάλα περ θυμῷ κεχολωμένον,speech
ὧς γὰρ ἄμεινον,speech
ὅς κε θεοῖς ἐπιπείθηται μάλα τ’ ἔκλυον αὐτοῦ,speech
ἦ καὶ ἐπ’ ἀργυρέῃ κώπῃ σχέθε χεῖρα βαρεῖαν ἂψ δ’ ἐς κουλεὸν ὦσε μέγα ξίφος οὐδ’ ἀπίθησε μύθῳ Ἀθηναίης,narrative
ἣ δ’ Οὔλυμπον δὲ βεβήκει δώματ’ ἐς αἰγιόχοιο Διὸς μετὰ δαίμονας ἄλλους,narrative
Πηλεΐδης δ’ ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν Ἀτρεΐδην προσέειπε καὶ οὔ πω λῆγε χόλοιο,narrative
οἰνοβαρές κυνὸς ὄμματ’ ἔχων κραδίην δ’ ἐλάφοιο οὔτέ ποτ’ ἐς πόλεμον ἅμα λαῷ θωρηχθῆναι οὔτε λόχον δ’ ἰέναι σὺν ἀριστήεσσιν Ἀχαιῶν τέτληκας θυμῷ,speech
τὸ δέ τοι κὴρ εἴδεται εἶναι,speech
ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν δῶρ’ ἀποαιρεῖσθαι ὅς τις σέθεν ἀντίον εἴπῃ,speech
δημοβόρος βασιλεὺς ἐπεὶ οὐτιδανοῖσιν ἀνάσσεις,speech
ἦ γὰρ ἂν Ἀτρεΐδη νῦν ὕστατα λωβήσαιο,speech
ἀλλ’ ἔκ τοι ἐρέω καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι,speech
ναὶ μὰ τόδε σκῆπτρον τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους φύσει ἐπεὶ δὴ πρῶτα τομὴν ἐν ὄρεσσι λέλοιπεν οὐδ’ ἀναθηλήσει,speech
περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε φύλλά τε καὶ φλοιόν,speech
νῦν αὖτέ μιν υἷες Ἀχαιῶν ἐν παλάμῃς φορέουσι δικασπόλοι οἵ τε θέμιστας πρὸς Διὸς εἰρύαται,speech
ὃ δέ τοι μέγας ἔσσεται ὅρκος,speech
ἦ ποτ’ Ἀχιλλῆος ποθὴ ἵξεται υἷας Ἀχαιῶν σύμπαντας,speech
τότε δ’ οὔ τι δυνήσεαι ἀχνύμενός περ χραισμεῖν εὖτ’ ἂν πολλοὶ ὑφ’ Ἕκτορος ἀνδροφόνοιο θνήσκοντες πίπτωσι,speech
σὺ δ’ ἔνδοθι θυμὸν ἀμύξεις χωόμενος ὅ τ’ ἄριστον Ἀχαιῶν οὐδὲν ἔτισας,speech
ὣς φάτο Πηλεΐδης ποτὶ δὲ σκῆπτρον βάλε γαίῃ χρυσείοις ἥλοισι πεπαρμένον ἕζετο δ’ αὐτός,narrative
Ἀτρεΐδης δ’ ἑτέρωθεν ἐμήνιε,narrative
τοῖσι δὲ Νέστωρ ἡδυεπὴς ἀνόρουσε λιγὺς Πυλίων ἀγορητής τοῦ καὶ ἀπὸ γλώσσης μέλιτος γλυκίων ῥέεν αὐδή,narrative
τῷ δ’ ἤδη δύο μὲν γενεαὶ μερόπων ἀνθρώπων ἐφθίαθ’ οἵ οἱ πρόσθεν ἅμα τράφεν ἠδ’ ἐγένοντο ἐν Πύλῳ ἠγαθέῃ μετὰ δὲ τριτάτοισιν ἄνασσεν,narrative
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν,narrative
ὦ πόποι ἦ μέγα πένθος Ἀχαιΐδα γαῖαν ἱκάνει,speech
ἦ κεν γηθήσαι Πρίαμος Πριάμοιό τε παῖδες ἄλλοι τε Τρῶες μέγα κεν κεχαροίατο θυμῷ εἰ σφῶϊν τάδε πάντα πυθοίατο μαρναμένοιϊν οἳ περὶ μὲν βουλὴν Δαναῶν περὶ δ’ ἐστὲ μάχεσθαι,speech
ἀλλὰ πίθεσθ’,speech
ἄμφω δὲ νεωτέρω ἐστὸν ἐμεῖο,speech
ἤδη γάρ ποτ’ ἐγὼ καὶ ἀρείοσιν ἠέ περ ὑμῖν ἀνδράσιν ὡμίλησα καὶ οὔ ποτέ μ’ οἵ γ’ ἀθέριζον,speech
οὐ γάρ πω τοίους ἴδον ἀνέρας οὐδὲ ἴδωμαι οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν Καινέα τ’ Ἐξάδιόν τε καὶ ἀντίθεον Πολύφημον Θησέα τ’ Αἰγεΐδην ἐπιείκελον ἀθανάτοισιν,speech
κάρτιστοι δὴ κεῖνοι ἐπιχθονίων τράφεν ἀνδρῶν,speech
κάρτιστοι μὲν ἔσαν καὶ καρτίστοις ἐμάχοντο φηρσὶν ὀρεσκῴοισι καὶ ἐκπάγλως ἀπόλεσσαν,speech
καὶ μὲν τοῖσιν ἐγὼ μεθομίλεον ἐκ Πύλου ἐλθὼν τηλόθεν ἐξ ἀπίης γαίης,speech
καλέσαντο γὰρ αὐτοί,speech
καὶ μαχόμην κατ’ ἔμ’ αὐτὸν ἐγώ,speech
κείνοισι δ’ ἂν οὔ τις τῶν οἳ νῦν βροτοί εἰσιν ἐπιχθόνιοι μαχέοιτο,speech
καὶ μέν μευ βουλέων ξύνιεν πείθοντό τε μύθῳ,speech
ἀλλὰ πίθεσθε καὶ ὔμμες ἐπεὶ πείθεσθαι ἄμεινον,speech
μήτε σὺ τόνδ’ ἀγαθός περ ἐὼν ἀποαίρεο κούρην ἀλλ’ ἔα ὥς οἱ πρῶτα δόσαν γέρας υἷες Ἀχαιῶν,speech
μήτε σὺ Πηλείδη ἔθελ’ ἐριζέμεναι βασιλῆϊ ἀντιβίην ἐπεὶ οὔ ποθ’ ὁμοίης ἔμμορε τιμῆς σκηπτοῦχος βασιλεύς ᾧ τε Ζεὺς κῦδος ἔδωκεν,speech
εἰ δὲ σὺ καρτερός ἐσσι θεὰ δέ σε γείνατο μήτηρ ἀλλ’ ὅ γε φέρτερός ἐστιν ἐπεὶ πλεόνεσσιν ἀνάσσει,speech
Ἀτρεΐδη σὺ δὲ παῦε τεὸν μένος,speech
αὐτὰρ ἔγωγε λίσσομ’ Ἀχιλλῆϊ μεθέμεν χόλον ὃς μέγα πᾶσιν ἕρκος Ἀχαιοῖσιν πέλεται πολέμοιο κακοῖο,speech
τὸν δ’ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,narrative
ναὶ δὴ ταῦτά γε πάντα γέρον κατὰ μοῖραν ἔειπες,speech
ἀλλ’ ὅδ’ ἀνὴρ ἐθέλει περὶ πάντων ἔμμεναι ἄλλων πάντων μὲν κρατέειν ἐθέλει πάντεσσι δ’ ἀνάσσειν πᾶσι δὲ σημαίνειν ἅ τιν’ οὐ πείσεσθαι ὀΐω,speech
εἰ δέ μιν αἰχμητὴν ἔθεσαν θεοὶ αἰὲν ἐόντες τοὔνεκά οἱ προθέουσιν ὀνείδεα μυθήσασθαι,speech
τὸν δ’ ἄρ’ ὑποβλήδην ἠμείβετο δῖος Ἀχιλλεύς,narrative
ἦ γάρ κεν δειλός τε καὶ οὐτιδανὸς καλεοίμην εἰ δὴ σοὶ πᾶν ἔργον ὑπείξομαι ὅττί κεν εἴπῃς,speech
ἄλλοισιν δὴ ταῦτ’ ἐπιτέλλεο μὴ γὰρ ἔμοιγε σήμαιν’,speech
οὐ γὰρ ἔγωγ’ ἔτι σοὶ πείσεσθαι ὀΐω,speech
ἄλλο δέ τοι ἐρέω σὺ δ’ ἐνὶ φρεσὶ βάλλεο σῇσι,speech
χερσὶ μὲν οὔ τοι ἔγωγε μαχήσομαι εἵνεκα κούρης οὔτε σοὶ οὔτέ τῳ ἄλλῳ ἐπεί μ’ ἀφέλεσθέ γε δόντες,speech
